"count_trial_sequence","rating","rating_type","subject_nr","subject_parity","type","word"
"0","0","brightness","11","odd","light","briller"
"1","2","brightness","11","odd","dark","opaque"
"2","2","brightness","11","odd","ctrl","honnête"
"3","3","brightness","11","odd","dark","ternir"
"4","2","brightness","11","odd","dark","opacifier"
"5","1","brightness","11","odd","light","lumineux"
"6","3","brightness","11","odd","dark","ombre"
"7","2","brightness","11","odd","dark","opacité"
"8","0","brightness","11","odd","light","scintillant"
"9","4","brightness","11","odd","dark","terne"
"10","4","brightness","11","odd","dark","noirci"
"11","2","brightness","11","odd","ctrl","opposé"
"12","2","brightness","11","odd","ctrl","photographe"
"13","2","brightness","11","odd","ctrl","cacher"
"14","0","brightness","11","odd","light","étinceler"
"15","2","brightness","11","odd","ctrl","abandonner"
"16","2","brightness","11","odd","ctrl","charmant"
"17","3","brightness","11","odd","dark","assombrir"
"18","2","brightness","11","odd","ctrl","mère"
"19","3","brightness","11","odd","dark","obscur"
"20","1","brightness","11","odd","light","blanchi"
"21","0","brightness","11","odd","light","ébloui"
"22","1","brightness","11","odd","light","blanchissement"
"23","3","brightness","11","odd","dark","ombrant"
"24","3","brightness","11","odd","dark","pénombre"
"25","2","brightness","11","odd","ctrl","décider"
"26","3","brightness","11","odd","dark","pénombre"
"27","4","brightness","11","odd","dark","obscurcissement"
"28","2","brightness","11","odd","ctrl","témoin"
"29","2","brightness","11","odd","dark","trouble"
"30","2","brightness","11","odd","ctrl","conséquence"
"31","1","brightness","11","odd","light","illuminé"
"32","1","brightness","11","odd","light","luisant"
"33","3","brightness","11","odd","dark","terni"
"34","2","brightness","11","odd","ctrl","nourriture"
"35","3","brightness","11","odd","dark","ombrage"
"36","2","brightness","11","odd","light","blanc"
"37","2","brightness","11","odd","light","jour"
"38","3","brightness","11","odd","dark","ennuager"
"39","2","brightness","11","odd","ctrl","blond"
"40","1","brightness","11","odd","light","illumination"
"41","2","brightness","11","odd","ctrl","brève"
"42","1","brightness","11","odd","light","ensoleillé"
"43","1","brightness","11","odd","light","ensoleiller"
"44","4","brightness","11","odd","dark","noircir"
"45","2","brightness","11","odd","ctrl","simulé"
"46","2","brightness","11","odd","ctrl","abstenir"
"47","3","brightness","11","odd","dark","ténébreux"
"48","2","brightness","11","odd","ctrl","mondial"
"49","2","brightness","11","odd","ctrl","satisfaction"
"50","2","brightness","11","odd","ctrl","scandaleux"
"51","3","brightness","11","odd","dark","nuit"
"52","0","brightness","11","odd","light","éblouissant"
"53","0","brightness","11","odd","light","brillant"
"54","1","brightness","11","odd","light","éclaircie"
"55","1","brightness","11","odd","light","éblouir"
"56","2","brightness","11","odd","dark","insalubre"
"57","3","brightness","11","odd","dark","enténébrer"
"58","1","brightness","11","odd","light","éclatant"
"59","3","brightness","11","odd","dark","foncé"
"60","2","brightness","11","odd","ctrl","auberge"
"61","1","brightness","11","odd","light","lumière"
"62","2","brightness","11","odd","light","blanchir"
"63","2","brightness","11","odd","ctrl","familier"
"64","3","brightness","11","odd","dark","noirceur"
"65","2","brightness","11","odd","ctrl","généreux"
"66","3","brightness","11","odd","dark","assombrissement"
"67","4","brightness","11","odd","dark","ténèbres"
"68","1","brightness","11","odd","light","éclairer"
"69","2","brightness","11","odd","dark","brumeux"
"70","2","brightness","11","odd","ctrl","personnel"
"71","2","brightness","11","odd","ctrl","sentimental"
"72","1","brightness","11","odd","light","luminosité"
"73","3","brightness","11","odd","dark","sombre"
"74","2","brightness","11","odd","light","blanchiment"
"75","2","brightness","11","odd","ctrl","peuple"
"76","2","brightness","11","odd","ctrl","contraire"
"77","1","brightness","11","odd","light","éclaircissement"
"78","2","brightness","11","odd","dark","ombrager"
"79","3","brightness","11","odd","dark","obscurcir"
"80","2","brightness","11","odd","ctrl","dessin"
"81","1","brightness","11","odd","light","luire"
"82","0","brightness","11","odd","light","brillance"
"83","1","brightness","11","odd","light","illuminant"
"84","2","brightness","11","odd","ctrl","artistique"
"85","3","brightness","11","odd","dark","térébrant"
"86","2","brightness","11","odd","ctrl","absent"
"87","2","brightness","11","odd","ctrl","renforcer"
"88","0","brightness","11","odd","light","scintiller"
"89","3","brightness","11","odd","dark","nuageux"
"90","2","brightness","11","odd","ctrl","permettre"
"91","3","brightness","11","odd","dark","ombragé"
"92","2","brightness","11","odd","ctrl","justifier"
"93","1","brightness","11","odd","light","illuminer"
"94","3","brightness","11","odd","dark","obscurité"
"95","2","brightness","11","odd","ctrl","assistant"
"96","2","brightness","11","odd","ctrl","fracasser"
"97","2","brightness","11","odd","ctrl","paisible"
"98","1","brightness","11","odd","light","éclairé"
"99","0","brightness","11","odd","light","étincelant"
"100","0","brightness","11","odd","light","scintillement"
"101","4","brightness","11","odd","dark","noir"
"102","2","brightness","11","odd","ctrl","sésame"
"103","1","emotion","11","odd","dark","brumeux"
"104","1","emotion","11","odd","dark","obscur"
"105","2","emotion","11","odd","ctrl","abstenir"
"106","3","emotion","11","odd","light","brillance"
"107","3","emotion","11","odd","light","illuminer"
"108","1","emotion","11","odd","dark","noirci"
"109","1","emotion","11","odd","dark","noirceur"
"110","3","emotion","11","odd","light","brillant"
"111","2","emotion","11","odd","ctrl","familier"
"112","3","emotion","11","odd","ctrl","charmant"
"113","2","emotion","11","odd","ctrl","cacher"
"114","2","emotion","11","odd","ctrl","témoin"
"115","3","emotion","11","odd","ctrl","renforcer"
"116","1","emotion","11","odd","dark","ombrager"
"117","3","emotion","11","odd","light","blanchir"
"118","3","emotion","11","odd","ctrl","honnête"
"119","3","emotion","11","odd","ctrl","généreux"
"120","1","emotion","11","odd","dark","terne"
"121","3","emotion","11","odd","light","illumination"
"122","2","emotion","11","odd","dark","térébrant"
"123","2","emotion","11","odd","ctrl","assistant"
"124","3","emotion","11","odd","light","illuminé"
"125","2","emotion","11","odd","ctrl","brève"
"126","1","emotion","11","odd","dark","ennuager"
"127","3","emotion","11","odd","light","étincelant"
"128","2","emotion","11","odd","ctrl","artistique"
"129","2","emotion","11","odd","ctrl","nourriture"
"130","3","emotion","11","odd","light","lumineux"
"131","0","emotion","11","odd","dark","noir"
"132","1","emotion","11","odd","dark","trouble"
"133","0","emotion","11","odd","dark","obscurité"
"134","3","emotion","11","odd","light","éclairer"
"135","4","emotion","11","odd","light","éblouissant"
"136","3","emotion","11","odd","light","étinceler"
"137","1","emotion","11","odd","dark","ombrage"
"138","2","emotion","11","odd","ctrl","décider"
"139","3","emotion","11","odd","light","ensoleiller"
"140","2","emotion","11","odd","dark","opaque"
"141","2","emotion","11","odd","light","blanchi"
"142","1","emotion","11","odd","ctrl","scandaleux"
"143","1","emotion","11","odd","dark","ombragé"
"144","2","emotion","11","odd","dark","ténébreux"
"145","2","emotion","11","odd","ctrl","paisible"
"146","2","emotion","11","odd","ctrl","mère"
"147","1","emotion","11","odd","dark","opacité"
"148","2","emotion","11","odd","light","luire"
"149","2","emotion","11","odd","ctrl","contraire"
"150","2","emotion","11","odd","light","jour"
"151","2","emotion","11","odd","ctrl","dessin"
"152","3","emotion","11","odd","light","éclaircie"
"153","1","emotion","11","odd","dark","pénombre"
"154","2","emotion","11","odd","light","blanchissement"
