"count_trial_sequence","rating","rating_type","subject_nr","subject_parity","type","word"
"0","1","brightness","30","even","ctrl","sentimental"
"1","0","brightness","30","even","light","ébloui"
"2","1","brightness","30","even","ctrl","paisible"
"3","0","brightness","30","even","light","illuminant"
"4","2","brightness","30","even","ctrl","conséquence"
"5","3","brightness","30","even","dark","obscurcir"
"6","0","brightness","30","even","light","scintiller"
"7","3","brightness","30","even","dark","noirceur"
"8","1","brightness","30","even","light","luire"
"9","2","brightness","30","even","ctrl","auberge"
"10","3","brightness","30","even","dark","ombre"
"11","0","brightness","30","even","light","éclaircissement"
"12","0","brightness","30","even","light","ensoleiller"
"13","1","brightness","30","even","light","éclairé"
"14","1","brightness","30","even","ctrl","blond"
"15","3","brightness","30","even","dark","ombrant"
"16","1","brightness","30","even","light","lumineux"
"17","0","brightness","30","even","light","éblouissant"
"18","3","brightness","30","even","dark","pénombre"
"19","4","brightness","30","even","dark","opacité"
"20","4","brightness","30","even","dark","noir"
"21","3","brightness","30","even","dark","ombrager"
"22","2","brightness","30","even","ctrl","personnel"
"23","1","brightness","30","even","ctrl","mère"
"24","3","brightness","30","even","dark","nuit"
"25","2","brightness","30","even","ctrl","témoin"
"26","2","brightness","30","even","ctrl","justifier"
"27","3","brightness","30","even","dark","terne"
"28","1","brightness","30","even","ctrl","satisfaction"
"29","3","brightness","30","even","dark","ombrage"
"30","3","brightness","30","even","dark","sombre"
"31","3","brightness","30","even","light","scintillement"
"32","1","brightness","30","even","ctrl","charmant"
"33","4","brightness","30","even","dark","ténébreux"
"34","1","brightness","30","even","light","luisant"
"35","3","brightness","30","even","dark","insalubre"
"36","2","brightness","30","even","ctrl","nourriture"
"37","3","brightness","30","even","dark","assombrissement"
"38","3","brightness","30","even","dark","noircir"
"39","1","brightness","30","even","ctrl","familier"
"40","3","brightness","30","even","dark","nuageux"
"41","0","brightness","30","even","light","illuminé"
"42","1","brightness","30","even","light","blanchi"
"43","0","brightness","30","even","light","étincelant"
"44","2","brightness","30","even","ctrl","dessin"
"45","1","brightness","30","even","light","luminosité"
"46","3","brightness","30","even","ctrl","cacher"
"47","2","brightness","30","even","ctrl","assistant"
"48","3","brightness","30","even","dark","brumeux"
"49","0","brightness","30","even","light","éclatant"
"50","2","brightness","30","even","ctrl","décider"
"51","1","brightness","30","even","light","blanchir"
"52","1","brightness","30","even","light","éclaircie"
"53","3","brightness","30","even","dark","térébrant"
"54","2","brightness","30","even","ctrl","contraire"
"55","1","brightness","30","even","ctrl","honnête"
"56","1","brightness","30","even","light","blanchissement"
"57","3","brightness","30","even","ctrl","scandaleux"
"58","2","brightness","30","even","ctrl","abandonner"
"59","2","brightness","30","even","ctrl","artistique"
"60","4","brightness","30","even","dark","obscurité"
"61","1","brightness","30","even","light","blanchiment"
"62","1","brightness","30","even","ctrl","photographe"
"63","1","brightness","30","even","light","éclairer"
"64","3","brightness","30","even","dark","noirci"
"65","1","brightness","30","even","light","brillant"
