"count_trial_sequence","rating","rating_type","subject_nr","subject_parity","type","word"
"0","1","emotion","7","odd","ctrl","décider"
"1","3","emotion","7","odd","light","ébloui"
"2","2","emotion","7","odd","ctrl","familier"
"3","4","emotion","7","odd","light","illuminant"
"4","4","emotion","7","odd","light","ensoleiller"
"5","3","emotion","7","odd","ctrl","honnête"
"6","0","emotion","7","odd","dark","assombrissement"
"7","1","emotion","7","odd","ctrl","absent"
"8","4","emotion","7","odd","light","éclaircissement"
"9","4","emotion","7","odd","light","brillant"
"10","3","emotion","7","odd","light","étincelant"
"11","2","emotion","7","odd","ctrl","paisible"
"12","0","emotion","7","odd","dark","terni"
"13","2","emotion","7","odd","ctrl","sésame"
"14","3","emotion","7","odd","light","éclairé"
"15","3","emotion","7","odd","ctrl","justifier"
"16","0","emotion","7","odd","dark","insalubre"
"17","3","emotion","7","odd","light","illuminer"
"18","3","emotion","7","odd","ctrl","satisfaction"
"19","3","emotion","7","odd","light","scintiller"
"20","3","emotion","7","odd","light","illuminé"
"21","1","emotion","7","odd","light","blanchi"
"22","0","emotion","7","odd","dark","ténèbres"
"23","1","emotion","7","odd","dark","noirceur"
"24","1","emotion","7","odd","dark","ombrage"
"25","3","emotion","7","odd","ctrl","mondial"
"26","2","emotion","7","odd","ctrl","personnel"
"27","3","emotion","7","odd","light","lumière"
"28","3","emotion","7","odd","light","étinceler"
"29","1","emotion","7","odd","ctrl","simulé"
"30","3","emotion","7","odd","ctrl","peuple"
"31","1","emotion","7","odd","dark","pénombre"
"32","0","emotion","7","odd","ctrl","abandonner"
"33","1","emotion","7","odd","dark","ennuager"
"34","1","emotion","7","odd","ctrl","cacher"
"35","3","emotion","7","odd","light","éblouir"
"36","2","emotion","7","odd","ctrl","artistique"
"37","1","emotion","7","odd","ctrl","scandaleux"
"38","3","emotion","7","odd","light","luire"
"39","3","emotion","7","odd","light","éclatant"
"40","4","emotion","7","odd","light","ensoleillé"
"41","1","emotion","7","odd","dark","ombrant"
"42","1","emotion","7","odd","dark","opacité"
"43","1","emotion","7","odd","dark","assombrir"
"44","3","emotion","7","odd","light","brillance"
"45","1","emotion","7","odd","dark","opaque"
"46","2","emotion","7","odd","ctrl","abstenir"
"47","3","emotion","7","odd","ctrl","nourriture"
"48","4","emotion","7","odd","light","scintillement"
"49","1","emotion","7","odd","ctrl","conséquence"
"50","3","emotion","7","odd","ctrl","renforcer"
"51","1","emotion","7","odd","ctrl","dessin"
"52","3","emotion","7","odd","ctrl","mère"
"53","1","emotion","7","odd","ctrl","opposé"
"54","1","emotion","7","odd","dark","terne"
"55","3","emotion","7","odd","ctrl","permettre"
"56","3","emotion","7","odd","light","scintillant"
"57","0","emotion","7","odd","dark","opacifier"
"58","3","emotion","7","odd","light","lumineux"
"59","1","emotion","7","odd","dark","ternir"
"60","3","emotion","7","odd","light","blanchiment"
"61","3","emotion","7","odd","ctrl","charmant"
"62","2","emotion","7","odd","ctrl","photographe"
"63","1","emotion","7","odd","dark","obscurité"
"64","1","emotion","7","odd","dark","obscurcir"
"65","1","emotion","7","odd","dark","ombrager"
"66","3","emotion","7","odd","light","éclairer"
"67","0","emotion","7","odd","dark","noircir"
"68","3","emotion","7","odd","light","éclaircie"
"69","1","emotion","7","odd","dark","nuageux"
"70","0","emotion","7","odd","dark","ténébreux"
"71","1","emotion","7","odd","dark","sombre"
"72","3","emotion","7","odd","ctrl","blond"
"73","1","emotion","7","odd","dark","ombre"
"74","2","emotion","7","odd","ctrl","assistant"
"75","1","emotion","7","odd","ctrl","brève"
"76","1","emotion","7","odd","dark","obscurcissement"
"77","3","emotion","7","odd","ctrl","sentimental"
"78","3","emotion","7","odd","light","luminosité"
"79","0","emotion","7","odd","dark","noirci"
"80","0","emotion","7","odd","dark","foncé"
"81","3","emotion","7","odd","ctrl","généreux"
"82","1","emotion","7","odd","light","blanchir"
"83","1","emotion","7","odd","ctrl","contraire"
"84","1","emotion","7","odd","dark","obscur"
"85","1","emotion","7","odd","dark","pénombre"
"86","3","emotion","7","odd","ctrl","auberge"
"87","3","emotion","7","odd","light","jour"
"88","2","emotion","7","odd","dark","trouble"
"89","1","emotion","7","odd","ctrl","témoin"
"90","1","emotion","7","odd","dark","enténébrer"
"91","0","emotion","7","odd","dark","térébrant"
"92","3","emotion","7","odd","light","blanchissement"
"93","3","emotion","7","odd","light","luisant"
"94","1","emotion","7","odd","dark","nuit"
"95","1","emotion","7","odd","ctrl","fracasser"
"96","3","emotion","7","odd","light","éblouissant"
"97","1","emotion","7","odd","dark","ombragé"
"98","1","emotion","7","odd","light","blanc"
"99","1","emotion","7","odd","dark","brumeux"
"100","3","emotion","7","odd","light","briller"
"101","1","emotion","7","odd","dark","noir"
"102","4","emotion","7","odd","light","illumination"
"103","3","brightness","7","odd","dark","ombrant"
"104","3","brightness","7","odd","dark","obscurcir"
"105","1","brightness","7","odd","ctrl","permettre"
"106","1","brightness","7","odd","light","ensoleiller"
"107","0","brightness","7","odd","light","luisant"
"108","1","brightness","7","odd","light","blanchi"
"109","4","brightness","7","odd","ctrl","fracasser"
"110","2","brightness","7","odd","dark","térébrant"
"111","2","brightness","7","odd","ctrl","conséquence"
"112","1","brightness","7","odd","light","éblouissant"
"113","1","brightness","7","odd","light","éclairé"
"114","3","brightness","7","odd","dark","nuit"
"115","1","brightness","7","odd","ctrl","personnel"
"116","1","brightness","7","odd","light","illuminant"
"117","2","brightness","7","odd","ctrl","assistant"
"118","3","brightness","7","odd","dark","terne"
