"count_trial_sequence","rating","rating_type","subject_nr","subject_parity","type","word"
"0","1","emotion","3","odd","dark","assombrir"
"1","1","emotion","3","odd","light","éblouissant"
"2","3","emotion","3","odd","ctrl","nourriture"
"3","4","emotion","3","odd","ctrl","satisfaction"
"4","1","emotion","3","odd","ctrl","abandonner"
"5","3","emotion","3","odd","light","scintillant"
"6","2","emotion","3","odd","ctrl","auberge"
"7","1","emotion","3","odd","dark","nuageux"
"8","3","emotion","3","odd","light","brillance"
"9","1","emotion","3","odd","dark","obscurcir"
"10","3","emotion","3","odd","ctrl","charmant"
"11","3","emotion","3","odd","light","luminosité"
"12","1","emotion","3","odd","ctrl","absent"
"13","1","emotion","3","odd","dark","ombrage"
"14","3","emotion","3","odd","light","étincelant"
"15","3","emotion","3","odd","ctrl","renforcer"
"16","2","emotion","3","odd","ctrl","mère"
"17","4","emotion","3","odd","ctrl","généreux"
"18","2","emotion","3","odd","ctrl","abstenir"
"19","2","emotion","3","odd","dark","opacifier"
"20","1","emotion","3","odd","light","éblouir"
"21","2","emotion","3","odd","light","blanchissement"
"22","2","emotion","3","odd","light","blanchi"
"23","1","emotion","3","odd","dark","noircir"
"24","1","emotion","3","odd","dark","trouble"
"25","2","emotion","3","odd","light","blanchiment"
"26","3","emotion","3","odd","light","illumination"
"27","3","emotion","3","odd","ctrl","permettre"
"28","2","emotion","3","odd","ctrl","sentimental"
"29","2","emotion","3","odd","ctrl","blond"
"30","1","emotion","3","odd","dark","pénombre"
"31","2","emotion","3","odd","dark","noir"
"32","1","emotion","3","odd","dark","brumeux"
"33","2","emotion","3","odd","dark","opaque"
"34","3","emotion","3","odd","light","lumière"
"35","1","emotion","3","odd","dark","pénombre"
"36","1","emotion","3","odd","ctrl","simulé"
"37","1","emotion","3","odd","dark","obscur"
"38","1","emotion","3","odd","dark","ténèbres"
"39","3","emotion","3","odd","ctrl","honnête"
"40","3","emotion","3","odd","ctrl","assistant"
"41","2","emotion","3","odd","ctrl","mondial"
"42","1","emotion","3","odd","dark","ombragé"
