"count_trial_sequence","rating","rating_type","subject_nr","subject_parity","type","word"
"0","0","brightness","24","even","light","éclatant"
"1","1","brightness","24","even","ctrl","simulé"
"2","4","brightness","24","even","dark","noir"
"3","3","brightness","24","even","dark","assombrissement"
"4","3","brightness","24","even","dark","trouble"
"5","3","brightness","24","even","dark","ombrant"
"6","4","brightness","24","even","dark","foncé"
"7","1","brightness","24","even","light","étinceler"
"8","1","brightness","24","even","ctrl","sésame"
"9","4","brightness","24","even","ctrl","scandaleux"
"10","4","brightness","24","even","dark","opacifier"
"11","3","brightness","24","even","ctrl","témoin"
"12","0","brightness","24","even","light","brillant"
"13","3","brightness","24","even","dark","ternir"
"14","1","brightness","24","even","light","lumineux"
"15","3","brightness","24","even","dark","obscurcir"
"16","3","brightness","24","even","dark","terne"
"17","1","brightness","24","even","light","ébloui"
"18","1","brightness","24","even","ctrl","charmant"
"19","3","brightness","24","even","dark","ombrage"
"20","1","brightness","24","even","light","illuminé"
"21","1","brightness","24","even","ctrl","sentimental"
"22","4","brightness","24","even","dark","ténébreux"
"23","3","brightness","24","even","ctrl","contraire"
"24","0","brightness","24","even","ctrl","mère"
"25","1","brightness","24","even","ctrl","blond"
"26","3","brightness","24","even","dark","assombrir"
"27","4","brightness","24","even","ctrl","cacher"
"28","0","brightness","24","even","light","éblouissant"
"29","3","brightness","24","even","dark","opacité"
"30","3","brightness","24","even","dark","terni"
"31","1","brightness","24","even","light","luisant"
"32","1","brightness","24","even","light","scintillement"
"33","3","brightness","24","even","dark","ombrager"
"34","1","brightness","24","even","light","blanc"
"35","2","brightness","24","even","ctrl","paisible"
"36","3","brightness","24","even","dark","pénombre"
"37","3","brightness","24","even","dark","nuageux"
"38","0","brightness","24","even","light","briller"
"39","3","brightness","24","even","dark","obscur"
"40","1","brightness","24","even","light","blanchir"
"41","4","brightness","24","even","ctrl","abandonner"
"42","1","brightness","24","even","light","étincelant"
"43","1","brightness","24","even","light","éblouir"
"44","4","brightness","24","even","dark","ténèbres"
"45","4","brightness","24","even","dark","enténébrer"
"46","2","brightness","24","even","ctrl","assistant"
"47","3","brightness","24","even","ctrl","conséquence"
"48","4","brightness","24","even","dark","noircir"
"49","0","brightness","24","even","light","ensoleiller"
"50","2","brightness","24","even","ctrl","auberge"
"51","3","brightness","24","even","dark","brumeux"
"52","1","brightness","24","even","ctrl","nourriture"
"53","3","brightness","24","even","ctrl","absent"
"54","2","brightness","24","even","light","jour"
"55","1","brightness","24","even","ctrl","artistique"
"56","1","brightness","24","even","light","lumière"
"57","1","brightness","24","even","light","ensoleillé"
"58","2","brightness","24","even","ctrl","dessin"
"59","3","brightness","24","even","dark","ennuager"
"60","1","brightness","24","even","light","éclaircie"
"61","1","brightness","24","even","ctrl","généreux"
"62","1","brightness","24","even","light","blanchissement"
"63","3","brightness","24","even","ctrl","opposé"
"64","3","brightness","24","even","dark","ombragé"
"65","1","brightness","24","even","light","scintiller"
"66","4","brightness","24","even","dark","insalubre"
