"count_trial_sequence","rating","rating_type","subject_nr","subject_parity","type","word"
"0","1","emotion","12","even","dark","assombrir"
"1","2","emotion","12","even","ctrl","auberge"
"2","3","emotion","12","even","ctrl","permettre"
"3","4","emotion","12","even","light","ensoleiller"
"4","2","emotion","12","even","ctrl","sésame"
"5","3","emotion","12","even","light","luire"
"6","3","emotion","12","even","ctrl","renforcer"
"7","1","emotion","12","even","dark","opaque"
"8","4","emotion","12","even","light","illuminant"
"9","3","emotion","12","even","light","éclaircissement"
"10","1","emotion","12","even","dark","nuageux"
"11","3","emotion","12","even","light","ébloui"
"12","0","emotion","12","even","dark","obscurcissement"
"13","0","emotion","12","even","dark","noircir"
"14","2","emotion","12","even","ctrl","témoin"
"15","3","emotion","12","even","light","blanchissement"
"16","3","emotion","12","even","light","illuminer"
"17","0","emotion","12","even","dark","pénombre"
"18","3","emotion","12","even","ctrl","dessin"
"19","3","emotion","12","even","ctrl","peuple"
"20","1","emotion","12","even","dark","ombrant"
"21","3","emotion","12","even","light","éclaircie"
"22","1","emotion","12","even","dark","ombrage"
"23","3","emotion","12","even","ctrl","nourriture"
"24","3","emotion","12","even","ctrl","mère"
"25","0","emotion","12","even","ctrl","scandaleux"
"26","3","emotion","12","even","light","lumineux"
"27","4","emotion","12","even","light","éclatant"
"28","0","emotion","12","even","dark","térébrant"
"29","2","emotion","12","even","ctrl","personnel"
"30","4","emotion","12","even","light","éblouissant"
"31","1","emotion","12","even","dark","ombre"
"32","1","emotion","12","even","dark","ombrager"
"33","3","emotion","12","even","ctrl","paisible"
"34","3","emotion","12","even","light","étincelant"
"35","2","emotion","12","even","ctrl","conséquence"
"36","1","emotion","12","even","dark","trouble"
"37","1","emotion","12","even","ctrl","cacher"
"38","0","emotion","12","even","dark","noir"
"39","4","emotion","12","even","light","brillant"
"40","2","emotion","12","even","ctrl","opposé"
"41","1","emotion","12","even","ctrl","abandonner"
"42","3","emotion","12","even","light","luminosité"
"43","1","emotion","12","even","dark","noirci"
"44","4","emotion","12","even","light","ensoleillé"
"45","3","emotion","12","even","light","luisant"
"46","0","emotion","12","even","dark","noirceur"
"47","1","emotion","12","even","dark","insalubre"
"48","4","emotion","12","even","ctrl","généreux"
"49","1","emotion","12","even","dark","terni"
"50","1","emotion","12","even","dark","enténébrer"
"51","3","emotion","12","even","light","blanchiment"
"52","1","emotion","12","even","ctrl","fracasser"
"53","3","emotion","12","even","ctrl","honnête"
"54","2","emotion","12","even","ctrl","abstenir"
"55","4","emotion","12","even","light","étinceler"
"56","2","emotion","12","even","ctrl","photographe"
"57","3","emotion","12","even","light","blanc"
"58","3","emotion","12","even","ctrl","artistique"
"59","3","emotion","12","even","light","illuminé"
"60","3","emotion","12","even","ctrl","blond"
"61","1","emotion","12","even","dark","foncé"
"62","3","emotion","12","even","light","briller"
"63","3","emotion","12","even","light","blanchi"
"64","2","emotion","12","even","ctrl","brève"
"65","2","emotion","12","even","ctrl","assistant"
"66","3","emotion","12","even","light","lumière"
"67","3","emotion","12","even","light","jour"
"68","2","emotion","12","even","ctrl","simulé"
"69","1","emotion","12","even","dark","terne"
"70","4","emotion","12","even","light","éblouir"
"71","3","emotion","12","even","ctrl","charmant"
"72","2","emotion","12","even","ctrl","mondial"
"73","1","emotion","12","even","dark","obscur"
"74","0","emotion","12","even","dark","opacité"
"75","1","emotion","12","even","dark","ombragé"
"76","1","emotion","12","even","dark","pénombre"
"77","2","emotion","12","even","ctrl","justifier"
"78","2","emotion","12","even","ctrl","décider"
"79","0","emotion","12","even","dark","obscurcir"
"80","3","emotion","12","even","light","blanchir"
"81","3","emotion","12","even","light","scintillant"
"82","2","emotion","12","even","ctrl","contraire"
"83","1","emotion","12","even","dark","opacifier"
"84","1","emotion","12","even","dark","ternir"
"85","3","emotion","12","even","light","scintillement"
"86","4","emotion","12","even","light","illumination"
"87","1","emotion","12","even","dark","ténébreux"
"88","1","emotion","12","even","dark","assombrissement"
"89","0","emotion","12","even","dark","ténèbres"
"90","0","emotion","12","even","dark","obscurité"
"91","1","emotion","12","even","dark","ennuager"
"92","2","emotion","12","even","ctrl","sentimental"
"93","3","emotion","12","even","light","éclairé"
"94","2","emotion","12","even","dark","nuit"
"95","3","emotion","12","even","light","brillance"
"96","3","emotion","12","even","light","scintiller"
"97","3","emotion","12","even","ctrl","satisfaction"
"98","1","emotion","12","even","dark","sombre"
"99","3","emotion","12","even","light","éclairer"
"100","1","emotion","12","even","dark","brumeux"
"101","3","emotion","12","even","ctrl","familier"
"102","2","emotion","12","even","ctrl","absent"
"103","2","brightness","12","even","ctrl","conséquence"
"104","3","brightness","12","even","dark","ombrager"
"105","1","brightness","12","even","light","illuminer"
"106","3","brightness","12","even","dark","pénombre"
"107","0","brightness","12","even","light","illumination"
"108","1","brightness","12","even","light","blanchi"
"109","4","brightness","12","even","dark","ténèbres"
"110","2","brightness","12","even","ctrl","peuple"
"111","2","brightness","12","even","ctrl","sentimental"
"112","2","brightness","12","even","dark","trouble"
"113","0","brightness","12","even","light","éblouissant"
"114","1","brightness","12","even","ctrl","satisfaction"
"115","4","brightness","12","even","dark","noirceur"
"116","2","brightness","12","even","ctrl","artistique"
"117","2","brightness","12","even","ctrl","témoin"
"118","0","brightness","12","even","light","étincelant"
"119","1","brightness","12","even","light","jour"
"120","3","brightness","12","even","dark","opacité"
"121","3","brightness","12","even","dark","terni"
"122","2","brightness","12","even","ctrl","renforcer"
"123","2","brightness","12","even","ctrl","charmant"
"124","2","brightness","12","even","dark","nuit"
"125","2","brightness","12","even","ctrl","permettre"
"126","4","brightness","12","even","dark","pénombre"
"127","2","brightness","12","even","ctrl","nourriture"
"128","1","brightness","12","even","light","brillant"
